Industry Title,SIC Code,Company Name,cityba,zipba,Industry_Encoded,City_Encoded,Cluster
CABLE & OTHER PAY TELEVISION SERVICES,4841.0,"Arena Group Holdings, Inc.",NEW YORK,10281,31,956,4
PHARMACEUTICAL PREPARATIONS,2834.0,Flora Growth Corp.,FORT LAUDERDALE,33312,204,478,1
RADIO BROADCASTING STATIONS,4832.0,BEASLEY BROADCAST GROUP INC,NAPLES,34103,225,929,0
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,INTERNATIONAL ISOTOPES INC,IDAHO FALLS,83401,119,645,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,QUOTEMEDIA INC,FOUNTAIN HILLS,85268,280,488,1
BLANK CHECKS,6770.0,CONX Corp.,LITTLETON,80120,25,761,4
"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",3728.0,AIR INDUSTRIES GROUP,BAY SHORE,11706,14,96,2
"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",3569.0,"EKSO BIONICS HOLDINGS, INC.",SAN RAFAEL,94901,99,1196,4
CRUDE PETROLEUM & NATURAL GAS,1311.0,BARNWELL INDUSTRIES INC,HONOLULU,96813,56,630,2
PHARMACEUTICAL PREPARATIONS,2834.0,"Cocrystal Pharma, Inc.",BOTHELL,98011,204,156,1
MOTOR VEHICLES & PASSENGER CAR BODIES,3711.0,Workhorse Group Inc.,LOVELAND,45140,171,783,0
FINANCE SERVICES,6199.0,T-REX Acquisition Corp.,PLANTATION,33317,86,1077,4
"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",2030.0,Planet Green Holdings Corp.,FLUSHING,11354,33,474,2
SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990.0,TABLE TRAC INC,MINNETONKA,55345,309,876,3
"FABRICATED RUBBER PRODUCTS, NEC",3060.0,YUNHONG GREEN CTI LTD.,BARRINGTON,60010,81,84,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"NEXGEL, INC.",LANGHORNE,19047,340,724,3
BLANK CHECKS,6770.0,"Xenous Holdings, Inc.",KUALA LUMPUR,50450,25,704,2
PHARMACEUTICAL PREPARATIONS,2834.0,"TherapeuticsMD, Inc.",BOCA RATON,33431,204,146,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Lyra Therapeutics, Inc.",WATERTOWN,2472,340,1451,3
PHARMACEUTICAL PREPARATIONS,2834.0,KAZIA THERAPEUTICS LTD,SYDNEY NSW,2000,204,1330,0
METALWORKG MACHINERY & EQUIPMENT,3540.0,CHICAGO RIVET & MACHINE CO,NAPERVILLE,60566,149,928,0
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,FOCUS UNIVERSAL INC.,ONTARIO,91761,119,1017,4
INDUSTRIAL ORGANIC CHEMICALS,2860.0,"TOMI Environmental Solutions, Inc.",FREDERICK,21701,120,493,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,AppTech Payments Corp.,CARLSBAD,92008,319,219,1
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"BioSig Technologies, Inc.",WESTPORT,6880,72,1497,4
SEMICONDUCTORS & RELATED DEVICES,3674.0,EMCORE CORP,ALHAMBRA,91803,273,29,1
TRUCK & BUS BODIES,3713.0,PHOENIX MOTOR INC.,ONTARIO,91761,352,1017,3
MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,2090.0,COFFEE HOLDING CO INC,STATEN ISLAND,10314,159,1305,0
ELECTRIC & OTHER SERVICES COMBINED,4931.0,Correlate Energy Corp.,SHREVEPORT,71101,65,1255,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,DATASEA INC.,BEIJING,100070,319,105,1
OPERATORS OF APARTMENT BUILDINGS,6513.0,SUNRISE REAL ESTATE GROUP INC,SHANGHAI,-,188,1238,0
BEVERAGES,2080.0,WILLAMETTE VALLEY VINEYARDS INC,TURNER,97392,21,1384,4
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,TAITRON COMPONENTS INC,VALENCIA,91355,369,1397,3
PHARMACEUTICAL PREPARATIONS,2834.0,"SYNLOGIC, INC.",CAMBRIDGE,2142,204,208,1
COMPUTER COMMUNICATIONS EQUIPMENT,3576.0,BOS BETTER ONLINE SOLUTIONS LTD,RISHON LEZION,75100,47,1135,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Cara Therapeutics, Inc.",STAMFORD,6902,204,1303,0
PHARMACEUTICAL PREPARATIONS,2834.0,"GeoVax Labs, Inc.",SMYRNA,30080,204,1263,0
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,OXBRIDGE RE HOLDINGS Ltd,GEORGETOWN,KY1-9006,87,517,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"MSP Recovery, Inc.",CORAL GABLES,33134,284,314,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Wilhelmina International, Inc.",DALLAS,75201,304,341,1
PHARMACEUTICAL PREPARATIONS,2834.0,"MARINUS PHARMACEUTICALS, INC.",RADNOR,19087,204,1108,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,"HG Holdings, Inc.",CHARLOTTE,28211,232,254,1
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,"Lazydays Holdings, Inc.",TAMPA,33610,238,1338,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Minerva Neurosciences, Inc.",WALTHAM,2451,204,1437,0
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,"Moatable, Inc.","CHAOYANG DISTRICT, BEIJING",100016,238,249,1
PRINTED CIRCUIT BOARDS,3672.0,SIGMATRON INTERNATIONAL INC,ELK GROVE VILLAGE,60007,220,428,1
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,EzFill Holdings Inc,MIAMI,33137,238,852,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Athira Pharma, Inc.",BOTHELL,98011,22,156,2
PHARMACEUTICAL PREPARATIONS,2834.0,CUMBERLAND PHARMACEUTICALS INC,"NASHVILLE,",37203,204,933,0
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"PALTALK, INC.",JERICHO,11753,280,668,1
"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211.0,Cohen & Co Inc.,PHILADELPHIA,19104-2870,272,1066,3
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,"Vroom, Inc.",HOUSTON,77042,238,635,1
"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",3944.0,NOCOPI TECHNOLOGIES INC/MD/,KING OF PRUSSIA,19406,93,696,2
"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",5700.0,"Container Store Group, Inc.",COPPELL,75019,252,312,1
AGRICULTURAL PRODUCTION-CROPS,100.0,Origin Agritech LTD,CHANGPING DISTRICT BEIJING,102206,5,246,2
PHARMACEUTICAL PREPARATIONS,2834.0,HCW Biologics Inc.,MIRAMAR,33025,204,878,0
AGRICULTURAL PROD-LIVESTOCK & ANIMAL SPECIALTIES,200.0,"NOCERA, INC.",ATLANTA,30339,4,61,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,MOBIVITY HOLDINGS CORP.,CHANDLER,85226,319,245,1
RETAIL-EATING & DRINKING PLACES,5810.0,Sadot Group Inc.,FORT WORTH,76107,245,486,1
STATE COMMERCIAL BANKS,6022.0,GLEN BURNIE BANCORP,GLEN BURNIE,21227,334,523,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,AIM ImmunoTech Inc.,OCALA,32801,22,1005,4
PHARMACEUTICAL PREPARATIONS,2834.0,"TALPHERA, INC.",HAYWARD,94545,204,590,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,Longwen Group Corp.,HANGZHOU,310002,304,579,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,Cosmos Health Inc.,CHICAGO,60604,365,272,1
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,CORETEC GROUP INC.,ANN ARBOR,48103,44,46,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,GSE SYSTEMS INC,COLUMBIA,21046-3308,319,303,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,HWH International Inc.,BETHESDA,20814,365,126,1
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"QT IMAGING HOLDINGS, INC.",PALO ALTO,94303,72,1043,4
TELEPHONE & TELEGRAPH APPARATUS,3661.0,SONIM TECHNOLOGIES INC,SAN DIEGO,92121,343,1187,3
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Collective Audience, Inc.",BEVERLY HILLS,90210,304,129,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Microbot Medical Inc.,HINGHAM,2043,22,615,2
RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,5734.0,"Crown Equity Holdings, Inc.",LAS VEGAS,89146,241,729,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,NEPHROS INC,SOUTH ORANGE,7079,340,1272,3
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,China Foods Holdings Ltd.,WANCHAI,0,142,1439,0
PATENT OWNERS & LESSORS,6794.0,Royalty Management Holding Corp,FISHERS,46038,199,467,1
RETAIL-NONSTORE RETAILERS,5960.0,"Global AI, Inc.",JUPITER,33477,257,677,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"T2 Biosystems, Inc.",LEXINGTON,2421,340,746,3
"COMMUNICATIONS SERVICES, NEC",4899.0,HAMMER FIBER OPTICS HOLDINGS CORP,SARASOTA,34240,45,1215,4
"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",3569.0,PEREGRINE INDUSTRIES INC,NEW YORK,10005,99,956,4
RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,5211.0,JEWETT CAMERON TRADING CO LTD,NORTH PLAINS,97133,254,980,3
SERVICES-MEDICAL LABORATORIES,8071.0,OPGEN INC,ROCKVILLE,20850,306,1146,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Traws Pharma, Inc.",NEWTOWN,18940,204,966,0
PHARMACEUTICAL PREPARATIONS,2834.0,"TENAX THERAPEUTICS, INC.",CHAPEL HILL,27517,204,250,1
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,"Vislink Technologies, Inc.",MT. OLIVE,7828,44,915,4
PHARMACEUTICAL PREPARATIONS,2834.0,Sol-Gel Technologies Ltd.,NESS ZIONA,7403648,204,939,0
WHOLESALE-METALS & MINERALS (NO PETROLEUM),5050.0,GD Culture Group Ltd,WAN CHAI,0,381,1438,3
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,"Conifer Holdings, Inc.",TROY,48084,87,1377,4
ELECTRIC SERVICES,4911.0,"Ocean Power Technologies, Inc.",MONROE TOWNSHIP,8831,68,890,4
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,MANNATECH INC,FLOWER MOUND,75028,142,472,2
AGRICULTURAL CHEMICALS,2870.0,BION ENVIRONMENTAL TECHNOLOGIES INC,OLD BETHPAGE,11804,3,1010,4
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,Maris Tech Ltd.,NESS-ZIONA,7403648,44,940,4
IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835.0,Aspira Women's Health Inc.,AUSTIN,78738,116,68,2
CRUDE PETROLEUM & NATURAL GAS,1311.0,HOUSTON AMERICAN ENERGY CORP,HOUSTON,77002,56,635,2
TELEPHONE & TELEGRAPH APPARATUS,3661.0,CLEARONE INC,SALT LAKE CITY,84116,343,1183,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"PharmaCyte Biotech, Inc.",LAGUNA HILLS,92653,22,712,2
PHARMACEUTICAL PREPARATIONS,2834.0,"NRX Pharmaceuticals, Inc.",WILMINGTON,19801,204,1512,0
BEVERAGES,2080.0,"Fresh Vine Wine, Inc.",MINNETONKA,55305,21,876,4
BLANK CHECKS,6770.0,PUBLIC CO MANAGEMENT CORP,LAS VEGAS,89118,25,729,2
SERVICES-MEDICAL LABORATORIES,8071.0,PSYCHEMEDICS CORP,ACTON,1720,306,14,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,"Scienture Holdings, Inc.",LUTZ,33558,365,788,3
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,"Jiuzi Holdings, Inc.",ZHEJIANG PROVINCE,310000,238,1552,0
PHARMACEUTICAL PREPARATIONS,2834.0,Can-Fite BioPharma Ltd.,PETACH TIKVA,4951778,204,1062,0
PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING,2721.0,"SOBR Safe, Inc.",GREENWOOD VILLAGE,80111,201,553,1
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,ELECTRO SENSORS INC,MINNETONKA,55343-9108,119,876,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Oncotelic Therapeutics, Inc.",AGUORA HILLS,91301,204,17,1
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,SURGE COMPONENTS INC,DEER PARK,11729,369,354,1
REFUSE SYSTEMS,4953.0,Summit Networks Inc.,VANCOUVER,V5J 0J5,235,1403,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Imunon, Inc.",LAWRENCEVILLE,8648,204,734,0
REAL ESTATE,6500.0,Alset Inc.,BETHESDA,20814,230,126,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Pharma-Bio Serv, Inc.",DORADO,646,304,375,1
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,"AMERIGUARD SECURITY SERVICES, INC.",FRESNO,93722,124,496,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,BiomX Inc.,NESS ZIONA,7414003,22,939,4
GUIDED MISSILES & SPACE VEHICLES & PARTS,3760.0,Momentus Inc.,VENICE BEACH,90291,104,1410,4
SHORT-TERM BUSINESS CREDIT INSTITUTIONS,6153.0,"Mill City Ventures III, Ltd",WAYZATA,55391,328,1460,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Calidi Biotherapeutics, Inc.",RESTON,20190,22,1123,4
BLANK CHECKS,6770.0,"CERO THERAPEUTICS HOLDINGS, INC.",PHILADELPHIA,19103,25,1066,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,SeaStar Medical Holding Corp,DENVER,80216,340,363,1
PHARMACEUTICAL PREPARATIONS,2834.0,Nascent Biotech Inc.,NORTH PALM BEACH,33408,204,979,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"STRATA Skin Sciences, Inc.",HORSHAM,19044,340,634,1
"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090.0,"Marpai, Inc.",TAMPA,33610,308,1338,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Inhibitor Therapeutics, Inc.",TAMPA,33609,204,1338,0
GOLD AND SILVER ORES,1040.0,GOLD RESOURCE CORP,DENVER,80237,102,363,2
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,"VerifyMe, Inc.",LAKE MARY,32746,283,717,3
SERVICES-PERSONAL SERVICES,7200.0,"Dolphin Entertainment, Inc.",CORAL GABLES,33134,318,314,1
WHOLESALE-PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES,5040.0,"INNOVATIVE MEDTECH, INC.",BLUE ISLAND,60406,390,144,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Vivos Therapeutics, Inc.",LITTLETON,80120,340,761,3
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"Glimpse Group, Inc.",NEW YORK,10018,285,956,3
RETAIL-DRUG STORES AND PROPRIETARY STORES,5912.0,"AiXin Life International, Inc.","JINJIANG DISTRICT,CHENGDU CITY",610021,244,673,1
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,CUTERA INC,BRISBANE,94005,72,171,2
PHARMACEUTICAL PREPARATIONS,2834.0,"BIORA THERAPEUTICS, INC.",SAN DIEGO,92122,204,1187,0
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,ASTROTECH Corp,AUSTIN,78758,129,68,2
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,EQUATOR Beverage Co,JERSEY CITY,7302,28,669,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"Exela Technologies, Inc.",IRVING,75061,280,654,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Sensei Biotherapeutics, Inc.",GAITHERSBURG,20879,204,507,1
DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,4412.0,OceanPal Inc.,ATHENS,175 64,60,59,2
BLANK CHECKS,6770.0,Kinetic Seas Inc.,ATLANTA,30339,25,61,2
PHARMACEUTICAL PREPARATIONS,2834.0,Cingulate Inc.,KANSAS CITY,66205,204,682,0
AGRICULTURAL CHEMICALS,2870.0,Evogene Ltd.,REHOVOT,76121,3,1119,4
BLANK CHECKS,6770.0,"MDWerks, Inc.",GREEN COVE SPRINGS,32043,25,547,2
PHARMACEUTICAL PREPARATIONS,2834.0,"Indaptus Therapeutics, Inc.",NEW YORK,10019,204,956,0
WHOLESALE-PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES,5040.0,EURO TECH HOLDINGS CO LTD,HONG KONG,0,390,628,3
BLANK CHECKS,6770.0,"Bolt Projects Holdings, Inc.",NEW YORK,10022,25,956,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,"SMITH MICRO SOFTWARE, INC.",PITTSBURGH,15237,319,1071,3
PHARMACEUTICAL PREPARATIONS,2834.0,"AYTU BIOPHARMA, INC",ENGLEWOOD,80112,204,437,1
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"STAR EQUITY HOLDINGS, INC.",OLD GREENWICH,6870,72,1012,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Jingbo Technology, Inc.",SAN JOSE,95134,319,1191,3
"FISHING, HUNTING AND TRAPPING",900.0,NaturalShrimp Inc,DALLAS,75240,88,341,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,MULLEN AUTOMOTIVE INC.,BREA,92821,284,164,1
OIL & GAS FIELD EXPLORATION SERVICES,1382.0,NFiniTi inc.,LA CRUZ DE HUANACAXTLE NAYARIT,63734,183,706,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Bridgeline Digital, Inc.",WOBURN,1801,319,1525,3
CARPETS & RUGS,2273.0,DIXIE GROUP INC,DALTON,30722,35,342,2
PHARMACEUTICAL PREPARATIONS,2834.0,XTL BIOPHARMACEUTICALS LTD,NEW YORK,10016,204,956,0
SERVICES-AMUSEMENT & RECREATION SERVICES,7900.0,Healthcare Integrated Technologies Inc.,KNOXVILLE,37919,277,701,1
INDUSTRIAL ORGANIC CHEMICALS,2860.0,SUIC Worldwide Holdings Ltd.,FLUSHING,11354,120,474,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Zeo ScientifiX, Inc.",MIAMI,33136,22,852,4
FOOD AND KINDRED PRODUCTS,2000.0,"Real Good Food Company, Inc.",CHERRY HILL,8002,90,264,2
PHARMACEUTICAL PREPARATIONS,2834.0,"MUSTANG BIO, INC.",WORCESTER,1605,204,1534,0
PHARMACEUTICAL PREPARATIONS,2834.0,COSCIENS Biopharma Inc.,TORONTO,M5K 1E7,204,1369,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"PetVivo Holdings, Inc.",EDINA,55439,340,416,1
PHARMACEUTICAL PREPARATIONS,2834.0,Addex Therapeutics Ltd.,GENEVA,CH-1202,204,514,1
BLANK CHECKS,6770.0,"Banzai International, Inc.",SAN FRANCISCO,94107,25,1189,4
SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990.0,Hall of Fame Resort & Entertainment Co,CANTON,44718,309,215,1
PHARMACEUTICAL PREPARATIONS,2834.0,KIORA PHARMACEUTICALS INC,ENCINITAS,92024,204,435,1
"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090.0,PACIFIC HEALTH CARE ORGANIZATION INC,NEWPORT BEACH,92260,308,962,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,UPAY,DALLAS,75234,319,341,1
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"SPARTA COMMERCIAL SERVICES, INC.",NEW YORK,10017,280,956,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"INTERPACE BIOSCIENCES, INC.",PARSIPPANY,7054,340,1052,3
"COATING, ENGRAVING & ALLIED SERVICES",3470.0,Nano Magic Inc.,MICHIGAN,48071,39,855,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Edesa Biotech, Inc.",MARKHAM,L3R 5H6,204,816,0
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"Professional Diversity Network, Inc.",CHICAGO,60603,286,272,1
HOUSEHOLD AUDIO & VIDEO EQUIPMENT,3651.0,EMERSON RADIO CORP,PARSIPPANY,7054,113,1052,4
PHARMACEUTICAL PREPARATIONS,2834.0,Dominari Holdings Inc.,NEW YORK,10020,204,956,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Vincerx Pharma, Inc.",PALO ALTO,94306,204,1043,0
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,"Lifeloc Technologies, Inc",WHEAT RIDGE,80033,129,1500,4
CRUDE PETROLEUM & NATURAL GAS,1311.0,EON Resources Inc.,HOUSTON,77098,56,635,2
AGRICULTURAL CHEMICALS,2870.0,PureBase Corp,IONE,95640,3,651,2
"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",1623.0,"ORIGINCLEAR, INC.",CLEARWATER,33760,360,289,1
GOLD AND SILVER ORES,1040.0,NORTHERN MINERALS & EXPLORATION LTD.,CISCO,76437,102,282,2
PHARMACEUTICAL PREPARATIONS,2834.0,America Great Health,ALHAMBRA,91803,204,29,1
WATER TRANSPORTATION,4400.0,ODYSSEY MARINE EXPLORATION INC,TAMPA,33609,359,1338,3
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,"AmpliTech Group, Inc.",HAUPPAUGE,11788,44,587,2
"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090.0,"BioRestorative Therapies, Inc.",MELVILLE,11747,308,840,3
MISCELLANEOUS CHEMICAL PRODUCTS,2890.0,"PURE BIOSCIENCE, INC.",RANCHO CUCAMONGA,91730,155,1112,0
SEMICONDUCTORS & RELATED DEVICES,3674.0,"WISA TECHNOLOGIES, INC.",BEAVERTON,97006,273,99,1
BEVERAGES,2080.0,"SPLASH BEVERAGE GROUP, INC.",FORT LAUDERDALE,33301,21,478,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,"GENERATION INCOME PROPERTIES, INC.",TAMPA,33602,232,1338,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,PAVmed Inc.,NEW YORK,10017,340,956,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,QUANTUM ENERGY INC.,PENTICTON,V2A 8Z6,56,1059,4
BLANK CHECKS,6770.0,"Klotho Neurosciences, Inc.",NEW YORK,10010,25,956,4
WHOLESALE-METALS & MINERALS (NO PETROLEUM),5050.0,"BAIYU Holdings, Inc.",GUANGDONG,PRC 518000,381,556,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,ATIF Holdings Ltd,SHENZHEN,0,304,1243,3
REFUSE SYSTEMS,4953.0,AVALON HOLDINGS CORP,WARREN,44484,235,1442,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,CYTTA CORP.,LAS VEGAS,89146,319,729,3
SERVICES-AMUSEMENT & RECREATION SERVICES,7900.0,"Super League Enterprise, Inc.",SANTA MONICA,90404,277,1205,3
BLANK CHECKS,6770.0,"MOUNTAIN TOP PROPERTIES, INC.",WEATHERFORD,76087,25,1461,4
PATENT OWNERS & LESSORS,6794.0,MILLS MUSIC TRUST,NEW YORK,10018,199,956,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Glucotrack, Inc.",RUTHERFORD,7070,340,1167,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,Foresight Autonomous Holdings Ltd.,NESS ZIONA,7403650,319,939,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,BRAINSTORM CELL THERAPEUTICS INC.,NEW YORK,10019,22,956,4
RADIOTELEPHONE COMMUNICATIONS,4812.0,Sidus Space Inc.,CAPE CANAVERAL,32920,226,216,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Senti Biosciences, Inc.",SOUTH SAN FRANCISCO,94080,22,1276,4
FINANCE SERVICES,6199.0,"BITMINE IMMERSION TECHNOLOGIES, INC.",ATLANTA,30339,86,61,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,"Presidio Property Trust, Inc.",SAN DIEGO,92123,232,1187,0
MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,3590.0,LIQTECH INTERNATIONAL INC,BALLERUP,DK-2750,153,77,2
SERVICES-EDUCATIONAL SERVICES,8200.0,"Exceed World, Inc.",OSAKA,564-0063,291,1027,3
BLANK CHECKS,6770.0,"NKGen Biotech, Inc.",THE WOODLANDS,77380,25,1351,4
SERVICES-EDUCATIONAL SERVICES,8200.0,EpicQuest Education Group International Ltd,MIDDLETOWN,45042,291,859,3
BLANK CHECKS,6770.0,"TechCom, Inc.",WILMINGTON,19801,25,1512,4
BLANK CHECKS,6770.0,Jet.AI Inc.,"GEORGE TOWN, GRAND CAYMAN",KY1-9006,25,516,2
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,HEALTHY EXTRACTS INC.,HENDERSON,89011,142,598,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,BIOTRICITY INC.,REDWOOD CITY,94065,340,1118,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Jaguar Health, Inc.",SAN FRANCISCO,94104,204,1189,0
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,"REED'S, INC.",NORWALK,6851,28,990,4
ELECTRICAL INDUSTRIAL APPARATUS,3620.0,Hyzon Motors Inc.,HONEOYE FALLS,14472,70,626,2
TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813.0,"HIGH WIRE NETWORKS, INC.",BOCA RATON,33432,344,146,1
RAILROAD EQUIPMENT,3743.0,Rail Vision Ltd.,RA?ANANA,4366517,227,1106,0
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,GUIDED THERAPEUTICS INC,PEACHTREE CORNERS,30092,72,1055,4
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,BLACKBOXSTOCKS INC.,DALLAS,75240,285,341,1
MOTOR VEHICLE PARTS & ACCESSORIES,3714.0,"AEye, Inc.",DUBLIN,94568,170,386,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,Viewbix Inc.,HERZLIYA,4672514,319,603,1
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,"Precipio, Inc.",OMAHA,68164,129,1016,0
